C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_21_671.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_21_671.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_21_671.jpg, 0, 0, 0, 7.820054E-05
C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_21_774.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_21_774.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_21_774.jpg, 0, 0, 0, 7.818986E-05
C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_21_876.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_21_876.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_21_876.jpg, 0, 0, 0, 7.952811E-05
C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_21_977.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_21_977.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_21_977.jpg, 0, 0, 0, 7.797272E-05
C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_22_078.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_22_078.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_22_078.jpg, 0, 0, 0, 7.793913E-05
C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_22_179.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_22_179.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_22_179.jpg, 0, 0.2045442, 0, 0.1143459
C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_22_281.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_22_281.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_22_281.jpg, 0, 0.5013528, 0, 0.5615608
C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_22_383.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_22_383.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_22_383.jpg, -0.0347331, 0.8614677, 0, 1.568548
C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_22_485.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_22_485.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_22_485.jpg, -0.3392418, 1, 0, 2.699362
C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_22_586.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_22_586.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_22_586.jpg, -0.3670576, 1, 0, 3.859815
C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_22_687.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_22_687.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_22_687.jpg, -0.07422666, 1, 0, 5.029193
C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_22_791.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_22_791.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_22_791.jpg, 0, 1, 0, 6.181891
C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_22_894.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_22_894.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_22_894.jpg, 0, 1, 0, 7.326449
C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_22_996.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_22_996.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_22_996.jpg, -0.1956006, 1, 0, 8.450874
C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_23_097.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_23_097.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_23_097.jpg, -0.1794195, 1, 0, 9.550092
C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_23_199.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_23_199.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_23_199.jpg, 0, 1, 0, 10.6565
C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\center_2023_06_17_17_32_23_301.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\left_2023_06_17_17_32_23_301.jpg, C:\Users\G\Documents\TEC\Maestria\5 abril-julio 2023\Navegación autónoma\entregas\5\simulator-windows-64\DATA2\IMG\right_2023_06_17_17_32_23_301.jpg, -0.1204536, 1, 0, 11.5905
